raw,ar,harp_id,partition,observation_start,observation_end,source_file,sample_id,interval_index,anchor_time,history_start,history_end,prediction_start,followup_end,censor_reason,covered_events,event_id,event_time,event_class,event_source,sol_standard,raw_label,catalog_match,raw_label_timestamp,catalog_time_offset_hours,catalog_noaa_active_region,catalog_row_count,catalog_duplicate_row_count,catalog_conflict,catalog_alternate_records,raw_labels,source_occurrence_count,duplicate_occurrence_count,status,event,duration_hours,covered_event_count,reason,available_steps,required_steps,max_gap_minutes
ar2337,ar2337,2337,2,2012-12-29T12:12:00,2013-01-08T10:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2337.csv,2337__event_anchor_000,0.0,2012-12-29T12:12:00,2012-12-29T12:12:00,2012-12-29T16:00:00,2012-12-29T16:00:00,2013-01-08T10:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,234.8,0.0,,,,
ar2338,ar2338,2338,2,2012-12-29T18:36:00,2013-01-08T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2338.csv,2338__event_anchor_000,0.0,2012-12-29T18:36:00,2012-12-29T18:36:00,2012-12-29T22:24:00,2012-12-29T22:24:00,2013-01-08T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,240.8,0.0,,,,
ar2340,ar2340,2340,2,2012-12-30T06:36:00,2013-01-01T00:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2340.csv,2340__event_anchor_000,0.0,2012-12-30T06:36:00,2012-12-30T06:36:00,2012-12-30T10:24:00,2012-12-30T10:24:00,2013-01-01T00:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,38.2,0.0,,,,
ar2341,ar2341,2341,2,2012-12-30T21:12:00,2013-01-13T14:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2341.csv,2341__event_anchor_000,0.0,2012-12-30T21:12:00,2012-12-30T21:12:00,2012-12-31T01:00:00,2012-12-31T01:00:00,2013-01-13T14:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,325.4,0.0,,,,
ar2342,ar2342,2342,2,2012-12-31T00:24:00,2013-01-08T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2342.csv,2342__event_anchor_000,0.0,2012-12-31T00:24:00,2012-12-31T00:24:00,2012-12-31T04:12:00,2012-12-31T04:12:00,2013-01-08T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,211.0,0.0,,,,
ar2344,ar2344,2344,2,2013-01-01T06:12:00,2013-01-13T07:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2344.csv,2344__event_anchor_000,0.0,2013-01-01T06:12:00,2013-01-01T06:12:00,2013-01-01T10:00:00,2013-01-01T10:00:00,2013-01-13T07:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,285.0,0.0,,,,
ar2348,ar2348,2348,2,2013-01-02T09:48:00,2013-01-13T00:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2348.csv,2348__event_anchor_000,0.0,2013-01-02T09:48:00,2013-01-02T09:48:00,2013-01-02T13:36:00,2013-01-02T13:36:00,2013-01-13T00:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,250.8,0.0,,,,
ar2349,ar2349,2349,2,2013-01-02T13:36:00,2013-01-06T01:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2349.csv,2349__event_anchor_000,0.0,2013-01-02T13:36:00,2013-01-02T13:36:00,2013-01-02T17:24:00,2013-01-02T17:24:00,2013-01-06T01:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,80.0,0.0,,,,
ar2351,ar2351,2351,2,2013-01-02T15:12:00,2013-01-06T14:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2351.csv,2351__event_anchor_000,0.0,2013-01-02T15:12:00,2013-01-02T15:12:00,2013-01-02T19:00:00,2013-01-02T19:00:00,2013-01-06T14:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,91.0,0.0,,,,
ar2352,ar2352,2352,2,2013-01-02T17:24:00,2013-01-13T13:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2352.csv,2352__event_anchor_000,0.0,2013-01-02T17:24:00,2013-01-02T17:24:00,2013-01-02T21:12:00,2013-01-02T21:12:00,2013-01-13T13:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,256.4,0.0,,,,
ar2353,ar2353,2353,2,2013-01-02T19:36:00,2013-01-08T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2353.csv,2353__event_anchor_000,0.0,2013-01-02T19:36:00,2013-01-02T19:36:00,2013-01-02T23:24:00,2013-01-02T23:24:00,2013-01-08T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,143.8,0.0,,,,
ar2355,ar2355,2355,2,2013-01-03T15:12:00,2013-01-08T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2355.csv,2355__event_anchor_000,0.0,2013-01-03T15:12:00,2013-01-03T15:12:00,2013-01-03T19:00:00,2013-01-03T19:00:00,2013-01-08T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,124.2,0.0,,,,
ar2356,ar2356,2356,2,2013-01-03T15:24:00,2013-01-11T02:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2356.csv,2356__event_anchor_000,0.0,2013-01-03T15:24:00,2013-01-03T15:24:00,2013-01-03T19:12:00,2013-01-03T19:12:00,2013-01-11T02:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,175.6,0.0,,,,
ar2358,ar2358,2358,2,2013-01-03T20:12:00,2013-01-17T00:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2358.csv,2358__event_anchor_000,0.0,2013-01-03T20:12:00,2013-01-03T20:12:00,2013-01-04T00:00:00,2013-01-04T00:00:00,2013-01-17T00:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,312.4,0.0,,,,
ar2360,ar2360,2360,2,2013-01-04T02:24:00,2013-01-16T14:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2360.csv,2360__event_anchor_000,0.0,2013-01-04T02:24:00,2013-01-04T02:24:00,2013-01-04T06:12:00,2013-01-04T06:12:00,2013-01-16T14:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,296.0,0.0,,,,
ar2361,ar2361,2361,2,2013-01-04T03:00:00,2013-01-11T13:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2361.csv,2361__event_anchor_000,0.0,2013-01-04T03:00:00,2013-01-04T03:00:00,2013-01-04T06:48:00,2013-01-04T06:48:00,2013-01-11T13:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,175.0,0.0,,,,
ar2362,ar2362,2362,2,2013-01-05T02:48:00,2013-01-18T03:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2362.csv,2362__event_anchor_000,0.0,2013-01-05T02:48:00,2013-01-05T02:48:00,2013-01-05T06:36:00,2013-01-05T06:36:00,2013-01-05T09:26:00,,[],5315.0,2013-01-05T09:26:00,M1.7,goes_flares_integrated.csv,,"{""magnitude"": ""M1.7"", ""id"": 5315, ""NOAA_AR"": 11652, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2013-01-05T09:24:00,0.03333333333333333,11652.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.7\"", \""id\"": 5315, \""NOAA_AR\"": 11652, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,2.8333333333333335,0.0,,,,
ar2362,ar2362,2362,2,2013-01-05T02:48:00,2013-01-18T03:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2362.csv,2362__event_anchor_001,1.0,2013-01-05T09:26:00,2013-01-05T09:36:00,2013-01-05T13:24:00,2013-01-05T13:24:00,2013-01-13T00:45:00,,[],5379.0,2013-01-13T00:45:00,M1.0,goes_flares_integrated.csv,,"{""magnitude"": ""M1.0"", ""id"": 5379, ""NOAA_AR"": 11652, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2013-01-13T00:48:00,-0.05,11652.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.0\"", \""id\"": 5379, \""NOAA_AR\"": 11652, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,179.35,0.0,,,,
ar2362,ar2362,2362,2,2013-01-05T02:48:00,2013-01-18T03:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2362.csv,2362__event_anchor_002,2.0,2013-01-13T00:45:00,2013-01-13T00:48:00,2013-01-13T04:36:00,2013-01-13T04:36:00,2013-01-13T08:35:00,,[],5382.0,2013-01-13T08:35:00,M1.7,goes_flares_integrated.csv,,"{""magnitude"": ""M1.7"", ""id"": 5382, ""NOAA_AR"": 11652, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2013-01-13T08:36:00,-0.016666666666666666,11652.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.7\"", \""id\"": 5382, \""NOAA_AR\"": 11652, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,3.9833333333333334,0.0,,,,
ar2362,ar2362,2362,2,2013-01-05T02:48:00,2013-01-18T03:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2362.csv,2362__event_anchor_003,3.0,2013-01-13T08:35:00,2013-01-13T08:36:00,2013-01-13T12:24:00,2013-01-13T12:24:00,2013-01-18T03:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,110.6,0.0,,,,
ar2366,ar2366,2366,2,2013-01-05T07:48:00,2013-01-15T14:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2366.csv,2366__event_anchor_000,0.0,2013-01-05T07:48:00,2013-01-05T07:48:00,2013-01-05T11:36:00,2013-01-05T11:36:00,2013-01-15T14:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,242.8,0.0,,,,
ar2368,ar2368,2368,2,2013-01-05T14:24:00,2013-01-06T09:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2368.csv,2368__event_anchor_000,0.0,2013-01-05T14:24:00,2013-01-05T14:24:00,2013-01-05T18:12:00,2013-01-05T18:12:00,2013-01-06T09:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,15.6,0.0,,,,
ar2370,ar2370,2370,2,2013-01-06T22:12:00,2013-01-13T00:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2370.csv,2370__event_anchor_000,0.0,2013-01-06T22:12:00,2013-01-06T22:12:00,2013-01-07T02:00:00,2013-01-07T02:00:00,2013-01-13T00:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,142.0,0.0,,,,
ar2371,ar2371,2371,2,2013-01-07T02:24:00,2013-01-16T09:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2371.csv,2371__event_anchor_000,0.0,2013-01-07T02:24:00,2013-01-07T02:24:00,2013-01-07T06:12:00,2013-01-07T06:12:00,2013-01-16T09:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,218.8,0.0,,,,
ar2372,ar2372,2372,2,2013-01-07T18:48:00,2013-01-21T18:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2372.csv,2372__event_anchor_000,0.0,2013-01-07T18:48:00,2013-01-07T18:48:00,2013-01-07T22:36:00,2013-01-07T22:36:00,2013-01-11T08:43:00,,[],5363.0,2013-01-11T08:43:00,M1.2,goes_flares_integrated.csv,,"{""magnitude"": ""M1.2"", ""id"": 5363, ""NOAA_AR"": 11654, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2013-01-11T09:00:00,-0.2833333333333333,11654.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.2\"", \""id\"": 5363, \""NOAA_AR\"": 11654, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,82.11666666666666,0.0,,,,
ar2372,ar2372,2372,2,2013-01-07T18:48:00,2013-01-21T18:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2372.csv,2372__event_anchor_001,1.0,2013-01-11T08:43:00,2013-01-11T08:48:00,2013-01-11T12:36:00,2013-01-11T12:36:00,2013-01-11T14:51:00,,[],5365.0,2013-01-11T14:51:00,M1.0,goes_flares_integrated.csv,,"{""magnitude"": ""M1.0"", ""id"": 5365, ""NOAA_AR"": 11654, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2013-01-11T15:00:00,-0.15,11654.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.0\"", \""id\"": 5365, \""NOAA_AR\"": 11654, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,2.25,0.0,,,,
ar2372,ar2372,2372,2,2013-01-07T18:48:00,2013-01-21T18:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2372.csv,2372__event_anchor_002,2.0,2013-01-11T14:51:00,2013-01-11T15:00:00,2013-01-11T18:48:00,2013-01-11T18:48:00,2013-01-21T18:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,239.2,0.0,,,,
ar2375,ar2375,2375,2,2013-01-08T03:12:00,2013-01-08T23:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2375.csv,2375__event_anchor_000,0.0,2013-01-08T03:12:00,2013-01-08T03:12:00,2013-01-08T07:00:00,2013-01-08T07:00:00,2013-01-08T23:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,16.0,0.0,,,,
ar2377,ar2377,2377,2,2013-01-08T09:36:00,2013-01-08T16:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2377.csv,2377__event_anchor_000,0.0,2013-01-08T09:36:00,2013-01-08T09:36:00,2013-01-08T13:24:00,2013-01-08T13:24:00,2013-01-08T16:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,2.6,0.0,,,,
ar2378,ar2378,2378,2,2013-01-08T12:12:00,2013-01-10T03:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2378.csv,2378__event_anchor_000,0.0,2013-01-08T12:12:00,2013-01-08T12:12:00,2013-01-08T16:00:00,2013-01-08T16:00:00,2013-01-10T03:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,35.6,0.0,,,,
ar2380,ar2380,2380,2,2013-01-09T23:24:00,2013-01-20T03:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2380.csv,2380__event_anchor_000,0.0,2013-01-09T23:24:00,2013-01-09T23:24:00,2013-01-10T03:12:00,2013-01-10T03:12:00,2013-01-20T03:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,240.0,0.0,,,,
ar2381,ar2381,2381,2,2013-01-10T09:00:00,2013-01-15T19:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2381.csv,2381__event_anchor_000,0.0,2013-01-10T09:00:00,2013-01-10T09:00:00,2013-01-10T12:48:00,2013-01-10T12:48:00,2013-01-15T19:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,126.6,0.0,,,,
ar2384,ar2384,2384,2,2013-01-11T15:12:00,2013-01-22T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2384.csv,2384__event_anchor_000,0.0,2013-01-11T15:12:00,2013-01-11T15:12:00,2013-01-11T19:00:00,2013-01-11T19:00:00,2013-01-22T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,268.2,0.0,,,,
ar2387,ar2387,2387,2,2013-01-12T07:12:00,2013-01-25T02:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2387.csv,2387__event_anchor_000,0.0,2013-01-12T07:12:00,2013-01-12T07:12:00,2013-01-12T11:00:00,2013-01-12T11:00:00,2013-01-25T02:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,303.0,0.0,,,,
ar2396,ar2396,2396,2,2013-01-13T17:00:00,2013-01-15T14:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2396.csv,2396__event_anchor_000,0.0,2013-01-13T17:00:00,2013-01-13T17:00:00,2013-01-13T20:48:00,2013-01-13T20:48:00,2013-01-15T14:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,41.6,0.0,,,,
ar2398,ar2398,2398,2,2013-01-14T00:24:00,2013-01-20T00:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2398.csv,2398__event_anchor_000,0.0,2013-01-14T00:24:00,2013-01-14T00:24:00,2013-01-14T04:12:00,2013-01-14T04:12:00,2013-01-20T00:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,140.2,0.0,,,,
ar2399,ar2399,2399,2,2013-01-14T21:36:00,2013-01-21T04:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2399.csv,2399__event_anchor_000,0.0,2013-01-14T21:36:00,2013-01-14T21:36:00,2013-01-15T01:24:00,2013-01-15T01:24:00,2013-01-21T04:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,147.4,0.0,,,,
ar2400,ar2400,2400,2,2013-01-15T07:12:00,2013-01-27T12:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2400.csv,2400__event_anchor_000,0.0,2013-01-15T07:12:00,2013-01-15T07:12:00,2013-01-15T11:00:00,2013-01-15T11:00:00,2013-01-27T12:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,289.2,0.0,,,,
ar2401,ar2401,2401,2,2013-01-15T18:36:00,2013-01-22T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2401.csv,2401__event_anchor_000,0.0,2013-01-15T18:36:00,2013-01-15T18:36:00,2013-01-15T22:24:00,2013-01-15T22:24:00,2013-01-22T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,168.8,0.0,,,,
ar2403,ar2403,2403,2,2013-01-16T10:48:00,2013-01-16T14:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2403.csv,,,2013-01-16T10:48:00,,,,,,,,,,,,,,,,,,,,,,,,dropped,,,,incomplete_history,17.0,20.0,12.0
ar2407,ar2407,2407,2,2013-01-17T12:48:00,2013-01-17T18:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2407.csv,2407__event_anchor_000,0.0,2013-01-17T12:48:00,2013-01-17T12:48:00,2013-01-17T16:36:00,2013-01-17T16:36:00,2013-01-17T18:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,2.0,0.0,,,,
ar2408,ar2408,2408,2,2013-01-19T11:36:00,2013-01-24T22:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2408.csv,2408__event_anchor_000,0.0,2013-01-19T11:36:00,2013-01-19T11:36:00,2013-01-19T15:24:00,2013-01-19T15:24:00,2013-01-24T22:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,126.6,0.0,,,,
ar2409,ar2409,2409,2,2013-01-19T11:36:00,2013-01-25T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2409.csv,2409__event_anchor_000,0.0,2013-01-19T11:36:00,2013-01-19T11:36:00,2013-01-19T15:24:00,2013-01-19T15:24:00,2013-01-25T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,151.8,0.0,,,,
ar2411,ar2411,2411,2,2013-01-21T09:00:00,2013-01-31T22:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2411.csv,2411__event_anchor_000,0.0,2013-01-21T09:00:00,2013-01-21T09:00:00,2013-01-21T12:48:00,2013-01-21T12:48:00,2013-01-31T22:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,249.8,0.0,,,,
ar2412,ar2412,2412,2,2013-01-21T22:12:00,2013-01-22T23:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2412.csv,2412__event_anchor_000,0.0,2013-01-21T22:12:00,2013-01-21T22:12:00,2013-01-22T02:00:00,2013-01-22T02:00:00,2013-01-22T23:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,21.2,0.0,,,,
ar2413,ar2413,2413,2,2013-01-22T14:00:00,2013-01-30T13:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2413.csv,2413__event_anchor_000,0.0,2013-01-22T14:00:00,2013-01-22T14:00:00,2013-01-22T17:48:00,2013-01-22T17:48:00,2013-01-30T13:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,187.2,0.0,,,,
ar2414,ar2414,2414,2,2013-01-22T15:36:00,2013-02-04T14:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2414.csv,2414__event_anchor_000,0.0,2013-01-22T15:36:00,2013-01-22T15:36:00,2013-01-22T19:24:00,2013-01-22T19:24:00,2013-02-04T14:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,307.2,0.0,,,,
ar2415,ar2415,2415,2,2013-01-22T21:12:00,2013-01-30T09:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2415.csv,2415__event_anchor_000,0.0,2013-01-22T21:12:00,2013-01-22T21:12:00,2013-01-23T01:00:00,2013-01-23T01:00:00,2013-01-30T09:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,176.0,0.0,,,,
ar2419,ar2419,2419,2,2013-01-24T13:24:00,2013-01-30T03:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2419.csv,2419__event_anchor_000,0.0,2013-01-24T13:24:00,2013-01-24T13:24:00,2013-01-24T17:12:00,2013-01-24T17:12:00,2013-01-30T03:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,130.4,0.0,,,,
ar2420,ar2420,2420,2,2013-01-24T19:48:00,2013-02-04T18:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2420.csv,2420__event_anchor_000,0.0,2013-01-24T19:48:00,2013-01-24T19:48:00,2013-01-24T23:36:00,2013-01-24T23:36:00,2013-02-04T18:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,259.2,0.0,,,,
ar2421,ar2421,2421,2,2013-01-24T23:48:00,2013-01-25T21:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2421.csv,2421__event_anchor_000,0.0,2013-01-24T23:48:00,2013-01-24T23:48:00,2013-01-25T03:36:00,2013-01-25T03:36:00,2013-01-25T21:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,17.8,0.0,,,,
ar2423,ar2423,2423,2,2013-01-25T05:48:00,2013-02-04T03:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2423.csv,2423__event_anchor_000,0.0,2013-01-25T05:48:00,2013-01-25T05:48:00,2013-01-25T09:36:00,2013-01-25T09:36:00,2013-02-04T03:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,233.4,0.0,,,,
ar2424,ar2424,2424,2,2013-01-25T06:00:00,2013-02-04T16:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2424.csv,2424__event_anchor_000,0.0,2013-01-25T06:00:00,2013-01-25T06:00:00,2013-01-25T09:48:00,2013-01-25T09:48:00,2013-02-04T16:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,246.6,0.0,,,,
ar2425,ar2425,2425,2,2013-01-26T23:24:00,2013-01-30T01:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2425.csv,2425__event_anchor_000,0.0,2013-01-26T23:24:00,2013-01-26T23:24:00,2013-01-27T03:12:00,2013-01-27T03:12:00,2013-01-30T01:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,70.0,0.0,,,,
ar2426,ar2426,2426,2,2013-01-26T23:24:00,2013-02-02T03:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2426.csv,2426__event_anchor_000,0.0,2013-01-26T23:24:00,2013-01-26T23:24:00,2013-01-27T03:12:00,2013-01-27T03:12:00,2013-02-02T03:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,144.0,0.0,,,,
ar2427,ar2427,2427,2,2013-01-26T23:24:00,2013-02-02T13:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2427.csv,2427__event_anchor_000,0.0,2013-01-26T23:24:00,2013-01-26T23:24:00,2013-01-27T03:12:00,2013-01-27T03:12:00,2013-02-02T13:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,154.4,0.0,,,,
ar2428,ar2428,2428,2,2013-01-27T03:12:00,2013-01-29T19:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2428.csv,2428__event_anchor_000,0.0,2013-01-27T03:12:00,2013-01-27T03:12:00,2013-01-27T07:00:00,2013-01-27T07:00:00,2013-01-29T19:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,60.2,0.0,,,,
ar2429,ar2429,2429,2,2013-01-27T03:48:00,2013-01-28T23:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2429.csv,2429__event_anchor_000,0.0,2013-01-27T03:48:00,2013-01-27T03:48:00,2013-01-27T07:36:00,2013-01-27T07:36:00,2013-01-28T23:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,40.0,0.0,,,,
ar2430,ar2430,2430,2,2013-01-27T09:36:00,2013-01-29T20:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition2/2430.csv,2430__event_anchor_000,0.0,2013-01-27T09:36:00,2013-01-27T09:36:00,2013-01-27T13:24:00,2013-01-27T13:24:00,2013-01-29T20:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,54.8,0.0,,,,
