split_mode,split,sample_id,group_id,ar,harp_id,partition,prediction_start,duration_hours,event
official,train,1932__event_anchor_000,1932,ar1932,1932,2,2012-08-07 11:00:00,121.0,0
official,train,1933__event_anchor_000,1933,ar1933,1933,2,2012-08-08 00:12:00,19.6,0
official,train,1934__event_anchor_000,1934,ar1934,1934,2,2012-08-08 20:24:00,34.0,0
official,train,1935__event_anchor_000,1935,ar1935,1935,2,2012-08-09 17:24:00,31.4,0
official,train,1936__event_anchor_000,1936,ar1936,1936,2,2012-08-09 19:12:00,9.0,0
official,train,1938__event_anchor_000,1938,ar1938,1938,2,2012-08-10 01:00:00,97.8,0
official,train,1939__event_anchor_000,1939,ar1939,1939,2,2012-08-11 00:48:00,105.2,0
official,train,1940__event_anchor_000,1940,ar1940,1940,2,2012-08-15 09:36:00,2.8,0
official,train,1941__event_anchor_000,1941,ar1941,1941,2,2012-08-15 18:48:00,72.4,0
official,train,1942__event_anchor_000,1942,ar1942,1942,2,2012-08-15 21:48:00,245.4,0
official,train,1943__event_anchor_000,1943,ar1943,1943,2,2012-08-16 08:48:00,172.0,0
official,train,1944__event_anchor_000,1944,ar1944,1944,2,2012-08-17 10:00:00,146.6,0
official,train,1945__event_anchor_000,1945,ar1945,1945,2,2012-08-17 22:24:00,78.4,0
official,train,1946__event_anchor_000,1946,ar1946,1946,2,2012-08-18 01:12:00,2.0833333333333335,1
official,train,1946__event_anchor_001,1946,ar1946,1946,2,2012-08-18 07:12:00,8.833333333333334,1
official,train,1946__event_anchor_002,1946,ar1946,1946,2,2012-08-18 20:00:00,2.7666666666666666,1
official,train,1946__event_anchor_003,1946,ar1946,1946,2,2012-08-19 02:36:00,263.8,0
official,train,1947__event_anchor_000,1947,ar1947,1947,2,2012-08-18 04:00:00,107.4,0
official,train,1948__event_anchor_000,1948,ar1948,1948,2,2012-08-18 17:48:00,59.2,0
official,train,1949__event_anchor_000,1949,ar1949,1949,2,2012-08-19 14:24:00,57.8,0
official,train,1950__event_anchor_000,1950,ar1950,1950,2,2012-08-19 15:48:00,6.2,0
official,train,1951__event_anchor_000,1951,ar1951,1951,2,2012-08-20 05:36:00,273.0,0
official,train,1952__event_anchor_000,1952,ar1952,1952,2,2012-08-20 07:36:00,129.4,0
official,train,1953__event_anchor_000,1953,ar1953,1953,2,2012-08-21 05:48:00,212.4,0
official,train,1955__event_anchor_000,1955,ar1955,1955,2,2012-08-21 17:24:00,169.2,0
official,train,1957__event_anchor_000,1957,ar1957,1957,2,2012-08-21 21:48:00,59.6,0
official,train,1959__event_anchor_000,1959,ar1959,1959,2,2012-08-22 09:00:00,311.8,0
official,train,1962__event_anchor_000,1962,ar1962,1962,2,2012-08-22 23:48:00,238.6,0
official,train,1963__event_anchor_000,1963,ar1963,1963,2,2012-08-23 06:24:00,143.6,0
official,train,1965__event_anchor_000,1965,ar1965,1965,2,2012-08-23 20:24:00,22.2,0
official,train,1967__event_anchor_000,1967,ar1967,1967,2,2012-08-23 22:24:00,168.6,0
official,train,1968__event_anchor_000,1968,ar1968,1968,2,2012-08-24 17:36:00,190.0,0
official,train,1970__event_anchor_000,1970,ar1970,1970,2,2012-08-24 19:00:00,287.8,0
official,train,1971__event_anchor_000,1971,ar1971,1971,2,2012-08-25 12:24:00,208.8,0
official,train,1974__event_anchor_000,1974,ar1974,1974,2,2012-08-25 22:36:00,234.6,0
official,train,1976__event_anchor_000,1976,ar1976,1976,2,2012-08-26 02:36:00,192.2,0
official,train,1978__event_anchor_000,1978,ar1978,1978,2,2012-08-26 13:00:00,44.8,0
official,train,1979__event_anchor_000,1979,ar1979,1979,2,2012-08-27 01:00:00,277.0,0
official,train,1981__event_anchor_000,1981,ar1981,1981,2,2012-08-27 07:36:00,72.8,0
official,train,1982__event_anchor_000,1982,ar1982,1982,2,2012-08-27 11:00:00,179.8,0
official,train,1984__event_anchor_000,1984,ar1984,1984,2,2012-08-27 15:48:00,193.4,0
official,train,1987__event_anchor_000,1987,ar1987,1987,2,2012-08-28 08:48:00,26.8,0
official,train,1988__event_anchor_000,1988,ar1988,1988,2,2012-08-28 11:48:00,17.6,0
official,train,1989__event_anchor_000,1989,ar1989,1989,2,2012-08-28 12:48:00,170.8,0
official,train,1990__event_anchor_000,1990,ar1990,1990,2,2012-08-28 19:00:00,292.8,0
official,train,1991__event_anchor_000,1991,ar1991,1991,2,2012-08-28 21:24:00,20.8,0
official,train,1993__event_anchor_000,1993,ar1993,1993,2,2012-08-29 14:24:00,181.7,1
official,train,1993__event_anchor_001,1993,ar1993,1993,2,2012-09-06 08:00:00,44.2,0
official,train,1996__event_anchor_000,1996,ar1996,1996,2,2012-08-30 02:48:00,9.233333333333333,1
official,train,1996__event_anchor_001,1996,ar1996,1996,2,2012-08-30 16:00:00,233.0,0
official,train,1997__event_anchor_000,1997,ar1997,1997,2,2012-08-30 04:12:00,160.0,0
official,train,1998__event_anchor_000,1998,ar1998,1998,2,2012-08-30 10:36:00,98.4,0
official,train,1999__event_anchor_000,1999,ar1999,1999,2,2012-08-30 16:24:00,217.18333333333334,1
official,train,1999__event_anchor_001,1999,ar1999,1999,2,2012-09-08 21:24:00,24.433333333333334,1
official,train,1999__event_anchor_002,1999,ar1999,1999,2,2012-09-10 01:48:00,55.2,0
official,train,2001__event_anchor_000,2001,ar2001,2001,2,2012-09-01 11:24:00,157.6,0
official,train,2007__event_anchor_000,2007,ar2007,2007,2,2012-09-02 16:00:00,180.2,0
official,train,2008__event_anchor_000,2008,ar2008,2008,2,2012-09-02 21:24:00,100.8,0
official,train,2011__event_anchor_000,2011,ar2011,2011,2,2012-09-03 15:12:00,314.2,0
official,train,2012__event_anchor_000,2012,ar2012,2012,2,2012-09-04 09:12:00,172.2,0
official,train,2013__event_anchor_000,2013,ar2013,2013,2,2012-09-04 09:36:00,67.4,0
official,train,2014__event_anchor_000,2014,ar2014,2014,2,2012-09-04 17:24:00,156.0,0
official,train,2015__event_anchor_000,2015,ar2015,2015,2,2012-09-05 06:12:00,30.2,0
official,train,2017__event_anchor_000,2017,ar2017,2017,2,2012-09-05 15:48:00,175.6,0
official,train,2021__event_anchor_000,2021,ar2021,2021,2,2012-09-06 14:12:00,243.0,0
official,train,2023__event_anchor_000,2023,ar2023,2023,2,2012-09-07 06:36:00,64.6,0
official,train,2025__event_anchor_000,2025,ar2025,2025,2,2012-09-08 20:00:00,15.0,0
official,train,2026__event_anchor_000,2026,ar2026,2026,2,2012-09-09 20:24:00,297.4,0
official,train,2027__event_anchor_000,2027,ar2027,2027,2,2012-09-10 10:00:00,3.8,0
official,train,2028__event_anchor_000,2028,ar2028,2028,2,2012-09-11 01:48:00,274.8,0
official,train,2029__event_anchor_000,2029,ar2029,2029,2,2012-09-11 20:48:00,80.6,0
official,train,2030__event_anchor_000,2030,ar2030,2030,2,2012-09-12 12:12:00,217.6,0
official,train,2031__event_anchor_000,2031,ar2031,2031,2,2012-09-12 19:36:00,72.8,0
official,train,2035__event_anchor_000,2035,ar2035,2035,2,2012-09-14 18:36:00,101.6,0
official,train,2036__event_anchor_000,2036,ar2036,2036,2,2012-09-15 00:48:00,38.8,0
official,train,2037__event_anchor_000,2037,ar2037,2037,2,2012-09-15 09:12:00,314.8,0
official,train,2038__event_anchor_000,2038,ar2038,2038,2,2012-09-15 13:12:00,222.2,0
official,train,2039__event_anchor_000,2039,ar2039,2039,2,2012-09-16 16:00:00,132.6,0
official,train,2040__event_anchor_000,2040,ar2040,2040,2,2012-09-18 03:12:00,289.25,1
official,train,2040__event_anchor_001,2040,ar2040,2040,2,2012-09-30 08:24:00,100.0,0
official,train,2041__event_anchor_000,2041,ar2041,2041,2,2012-09-18 03:12:00,213.8,0
official,train,2042__event_anchor_000,2042,ar2042,2042,2,2012-09-18 12:12:00,137.6,0
official,train,2043__event_anchor_000,2043,ar2043,2043,2,2012-09-18 12:48:00,103.2,0
official,train,2044__event_anchor_000,2044,ar2044,2044,2,2012-09-18 13:36:00,276.0,0
official,train,2047__event_anchor_000,2047,ar2047,2047,2,2012-09-19 18:00:00,264.8,0
official,train,2048__event_anchor_000,2048,ar2048,2048,2,2012-09-20 02:00:00,189.4,0
official,train,2055__event_anchor_000,2055,ar2055,2055,2,2012-09-22 22:12:00,176.0,0
official,train,2058__event_anchor_000,2058,ar2058,2058,2,2012-09-23 16:12:00,227.6,0
official,train,2059__event_anchor_000,2059,ar2059,2059,2,2012-09-24 01:12:00,312.0,0
official,train,2061__event_anchor_000,2061,ar2061,2061,2,2012-09-24 15:36:00,265.4,0
official,train,2063__event_anchor_000,2063,ar2063,2063,2,2012-09-24 18:12:00,107.4,0
official,train,2064__event_anchor_000,2064,ar2064,2064,2,2012-09-24 20:36:00,213.6,0
official,train,2065__event_anchor_000,2065,ar2065,2065,2,2012-09-25 04:24:00,94.2,0
official,train,2066__event_anchor_000,2066,ar2066,2066,2,2012-09-25 05:48:00,199.8,0
official,train,2067__event_anchor_000,2067,ar2067,2067,2,2012-09-25 13:48:00,76.4,0
official,train,2069__event_anchor_000,2069,ar2069,2069,2,2012-09-25 20:48:00,308.6,0
official,train,2073__event_anchor_000,2073,ar2073,2073,2,2012-09-26 06:24:00,60.4,0
official,train,2081__event_anchor_000,2081,ar2081,2081,2,2012-09-28 11:36:00,8.8,0
official,train,2083__event_anchor_000,2083,ar2083,2083,2,2012-09-28 17:48:00,0.4,0
official,train,2085__event_anchor_000,2085,ar2085,2085,2,2012-09-28 23:36:00,53.0,0
official,train,2086__event_anchor_000,2086,ar2086,2086,2,2012-09-29 02:00:00,135.8,0
official,train,2088__event_anchor_000,2088,ar2088,2088,2,2012-09-29 16:12:00,134.0,0
official,train,2089__event_anchor_000,2089,ar2089,2089,2,2012-09-29 21:48:00,54.8,0
official,train,2091__event_anchor_000,2091,ar2091,2091,2,2012-09-30 11:48:00,129.4,0
official,train,2094__event_anchor_000,2094,ar2094,2094,2,2012-10-01 04:36:00,116.6,0
official,train,2097__event_anchor_000,2097,ar2097,2097,2,2012-10-01 19:00:00,23.6,0
official,train,2098__event_anchor_000,2098,ar2098,2098,2,2012-10-01 19:12:00,297.8,0
official,train,2099__event_anchor_000,2099,ar2099,2099,2,2012-10-01 20:48:00,45.4,0
official,train,2100__event_anchor_000,2100,ar2100,2100,2,2012-10-02 09:24:00,32.8,0
official,train,2102__event_anchor_000,2102,ar2102,2102,2,2012-10-04 05:12:00,48.4,0
official,train,2103__event_anchor_000,2103,ar2103,2103,2,2012-10-04 15:12:00,152.0,0
official,train,2105__event_anchor_000,2105,ar2105,2105,2,2012-10-05 11:24:00,46.6,0
official,train,2106__event_anchor_000,2106,ar2106,2106,2,2012-10-05 12:00:00,159.6,0
official,train,2107__event_anchor_000,2107,ar2107,2107,2,2012-10-06 16:24:00,305.2,0
official,train,2108__event_anchor_000,2108,ar2108,2108,2,2012-10-06 22:48:00,6.2,0
official,train,2109__event_anchor_000,2109,ar2109,2109,2,2012-10-09 02:00:00,310.0,0
official,train,2110__event_anchor_000,2110,ar2110,2110,2,2012-10-09 06:12:00,35.6,0
official,train,2112__event_anchor_000,2112,ar2112,2112,2,2012-10-10 07:24:00,273.8,0
official,train,2113__event_anchor_000,2113,ar2113,2113,2,2012-10-10 16:12:00,188.0,0
official,train,2114__event_anchor_000,2114,ar2114,2114,2,2012-10-16 20:24:00,87.0,0
official,train,2115__event_anchor_000,2115,ar2115,2115,2,2012-10-12 09:00:00,204.2,0
official,train,2116__event_anchor_000,2116,ar2116,2116,2,2012-10-12 23:24:00,188.0,0
official,train,2117__event_anchor_000,2117,ar2117,2117,2,2012-10-16 20:24:00,254.8,0
official,train,2118__event_anchor_000,2118,ar2118,2118,2,2012-10-16 20:24:00,160.0,0
official,train,2121__event_anchor_000,2121,ar2121,2121,2,2012-10-16 20:24:00,195.4,0
official,train,2122__event_anchor_000,2122,ar2122,2122,2,2012-10-16 20:24:00,225.4,0
official,train,2123__event_anchor_000,2123,ar2123,2123,2,2012-10-16 20:24:00,224.2,0
official,train,2127__event_anchor_000,2127,ar2127,2127,2,2012-10-17 09:24:00,49.6,0
official,train,2130__event_anchor_000,2130,ar2130,2130,2,2012-10-17 20:00:00,311.6,0
official,train,2131__event_anchor_000,2131,ar2131,2131,2,2012-10-17 20:00:00,100.0,0
official,train,2133__event_anchor_000,2133,ar2133,2133,2,2012-10-19 10:24:00,48.4,0
official,train,2135__event_anchor_000,2135,ar2135,2135,2,2012-10-20 09:00:00,162.4,0
official,train,2137__event_anchor_000,2137,ar2137,2137,2,2012-10-20 17:36:00,0.48333333333333334,1
official,train,2137__event_anchor_001,2137,ar2137,2137,2,2012-10-20 22:00:00,21.766666666666666,1
official,train,2137__event_anchor_002,2137,ar2137,2137,2,2012-10-21 23:36:00,19.033333333333335,1
official,train,2137__event_anchor_003,2137,ar2137,2137,2,2012-10-22 22:36:00,4.616666666666666,1
official,train,2137__event_anchor_004,2137,ar2137,2137,2,2012-10-23 07:12:00,253.6,0
official,train,2139__event_anchor_000,2139,ar2139,2139,2,2012-10-21 07:00:00,150.8,0
official,train,2140__event_anchor_000,2140,ar2140,2140,2,2012-10-21 14:36:00,87.8,0
official,train,2141__event_anchor_000,2141,ar2141,2141,2,2012-10-21 15:24:00,99.6,0
official,train,2143__event_anchor_000,2143,ar2143,2143,2,2012-10-23 03:12:00,303.6,0
official,train,2144__event_anchor_000,2144,ar2144,2144,2,2012-10-23 06:12:00,218.4,0
official,train,2145__event_anchor_000,2145,ar2145,2145,2,2012-10-23 09:12:00,127.6,0
official,train,2147__event_anchor_000,2147,ar2147,2147,2,2012-10-23 23:24:00,1.0,0
official,train,2148__event_anchor_000,2148,ar2148,2148,2,2012-10-24 02:00:00,188.2,0
official,train,2149__event_anchor_000,2149,ar2149,2149,2,2012-10-24 14:48:00,175.0,0
official,train,2151__event_anchor_000,2151,ar2151,2151,2,2012-10-25 11:48:00,5.6,0
official,train,2152__event_anchor_000,2152,ar2152,2152,2,2012-10-26 00:12:00,7.6,0
official,train,2153__event_anchor_000,2153,ar2153,2153,2,2012-10-26 01:48:00,72.2,0
official,train,2154__event_anchor_000,2154,ar2154,2154,2,2012-10-26 04:36:00,15.6,0
official,train,2155__event_anchor_000,2155,ar2155,2155,2,2012-10-26 05:48:00,19.8,0
official,train,2156__event_anchor_000,2156,ar2156,2156,2,2012-10-26 07:36:00,36.0,0
official,train,2158__event_anchor_000,2158,ar2158,2158,2,2012-10-26 13:12:00,208.4,0
official,train,2161__event_anchor_000,2161,ar2161,2161,2,2012-10-27 10:12:00,196.6,0
official,train,2162__event_anchor_000,2162,ar2162,2162,2,2012-10-28 01:24:00,116.4,0
official,train,2163__event_anchor_000,2163,ar2163,2163,2,2012-10-28 05:24:00,33.2,0
official,train,2165__event_anchor_000,2165,ar2165,2165,2,2012-10-28 12:36:00,110.6,0
official,train,2166__event_anchor_000,2166,ar2166,2166,2,2012-10-28 15:36:00,279.2,0
official,train,2168__event_anchor_000,2168,ar2168,2168,2,2012-10-29 15:00:00,120.4,0
official,train,2169__event_anchor_000,2169,ar2169,2169,2,2012-10-31 00:36:00,131.6,0
official,train,2170__event_anchor_000,2170,ar2170,2170,2,2012-11-01 04:48:00,50.0,0
official,train,2171__event_anchor_000,2171,ar2171,2171,2,2012-11-02 00:12:00,198.6,0
official,train,2173__event_anchor_000,2173,ar2173,2173,2,2012-11-02 02:12:00,240.4,0
official,train,2175__event_anchor_000,2175,ar2175,2175,2,2012-11-03 12:24:00,108.0,0
official,train,2176__event_anchor_000,2176,ar2176,2176,2,2012-11-04 09:00:00,169.4,0
official,train,2177__event_anchor_000,2177,ar2177,2177,2,2012-11-04 14:00:00,229.4,0
official,train,2178__event_anchor_000,2178,ar2178,2178,2,2012-11-04 23:00:00,101.0,0
official,train,2179__event_anchor_000,2179,ar2179,2179,2,2012-11-05 13:24:00,249.8,0
official,train,2181__event_anchor_000,2181,ar2181,2181,2,2012-11-06 02:48:00,292.0,0
official,train,2183__event_anchor_000,2183,ar2183,2183,2,2012-11-06 17:00:00,21.4,0
official,train,2186__event_anchor_000,2186,ar2186,2186,2,2012-11-07 09:00:00,17.133333333333333,1
official,train,2186__event_anchor_001,2186,ar2186,2186,2,2012-11-08 06:00:00,291.2,0
official,train,2191__event_anchor_000,2191,ar2191,2191,2,2012-11-10 01:36:00,69.61666666666666,1
official,train,2191__event_anchor_001,2191,ar2191,2191,2,2012-11-13 03:12:00,2.5,1
official,train,2191__event_anchor_002,2191,ar2191,2191,2,2012-11-13 09:36:00,11.233333333333333,1
official,train,2191__event_anchor_003,2191,ar2191,2191,2,2012-11-14 00:48:00,3.183333333333333,1
official,train,2191__event_anchor_004,2191,ar2191,2191,2,2012-11-14 07:48:00,207.4,0
official,train,2192__event_anchor_000,2192,ar2192,2192,2,2012-11-10 14:36:00,9.2,0
official,train,2193__event_anchor_000,2193,ar2193,2193,2,2012-11-10 21:00:00,5.183333333333334,1
official,train,2193__event_anchor_001,2193,ar2193,2193,2,2012-11-11 06:00:00,281.2,0
official,train,2197__event_anchor_000,2197,ar2197,2197,2,2012-11-11 22:12:00,26.0,0
official,train,2200__event_anchor_000,2200,ar2200,2200,2,2012-11-12 13:12:00,3.4,0
official,train,2202__event_anchor_000,2202,ar2202,2202,2,2012-11-12 23:36:00,43.8,0
official,train,2203__event_anchor_000,2203,ar2203,2203,2,2012-11-13 04:12:00,307.2,0
official,train,2205__event_anchor_000,2205,ar2205,2205,2,2012-11-13 11:48:00,59.4,0
official,train,2207__event_anchor_000,2207,ar2207,2207,2,2012-11-13 14:48:00,195.4,0
official,train,2211__event_anchor_000,2211,ar2211,2211,2,2012-11-14 13:00:00,14.4,0
official,train,2212__event_anchor_000,2212,ar2212,2212,2,2012-11-14 13:00:00,202.2,0
official,train,2220__event_anchor_000,2220,ar2220,2220,2,2012-11-16 02:00:00,106.6,1
official,train,2220__event_anchor_001,2220,ar2220,2220,2,2012-11-20 16:24:00,2.95,1
official,train,2220__event_anchor_002,2220,ar2220,2220,2,2012-11-20 23:12:00,7.55,1
official,train,2220__event_anchor_003,2220,ar2220,2220,2,2012-11-21 10:36:00,4.566666666666666,1
official,train,2220__event_anchor_004,2220,ar2220,2220,2,2012-11-21 19:00:00,140.86666666666667,1
official,train,2220__event_anchor_005,2220,ar2220,2220,2,2012-11-27 19:48:00,20.4,0
official,train,2224__event_anchor_000,2224,ar2224,2224,2,2012-11-18 07:36:00,228.8,0
official,train,2225__event_anchor_000,2225,ar2225,2225,2,2012-11-18 08:36:00,6.2,0
official,train,2226__event_anchor_000,2226,ar2226,2226,2,2012-11-18 20:48:00,45.6,0
official,train,2227__event_anchor_000,2227,ar2227,2227,2,2012-11-19 01:00:00,212.08333333333334,1
official,train,2227__event_anchor_001,2227,ar2227,2227,2,2012-11-28 01:00:00,20.333333333333332,1
official,train,2227__event_anchor_002,2227,ar2227,2227,2,2012-11-29 01:12:00,65.2,0
official,train,2228__event_anchor_000,2228,ar2228,2228,2,2012-11-19 13:36:00,71.4,0
official,train,2229__event_anchor_000,2229,ar2229,2229,2,2012-11-19 17:00:00,38.2,0
official,train,2230__event_anchor_000,2230,ar2230,2230,2,2012-11-20 23:00:00,48.2,0
official,train,2231__event_anchor_000,2231,ar2231,2231,2,2012-11-21 09:12:00,1.2,0
official,train,2232__event_anchor_000,2232,ar2232,2232,2,2012-11-22 03:00:00,145.4,0
official,train,2233__event_anchor_000,2233,ar2233,2233,2,2012-11-22 10:36:00,101.6,0
official,train,2234__event_anchor_000,2234,ar2234,2234,2,2012-11-22 12:36:00,106.4,0
official,train,2235__event_anchor_000,2235,ar2235,2235,2,2012-11-22 18:00:00,4.6,0
official,train,2236__event_anchor_000,2236,ar2236,2236,2,2012-11-22 21:00:00,71.0,0
official,train,2238__event_anchor_000,2238,ar2238,2238,2,2012-11-24 03:12:00,135.8,0
official,train,2239__event_anchor_000,2239,ar2239,2239,2,2012-11-24 03:12:00,186.4,0
official,train,2240__event_anchor_000,2240,ar2240,2240,2,2012-11-24 08:12:00,287.6,0
official,train,2241__event_anchor_000,2241,ar2241,2241,2,2012-11-25 00:24:00,31.0,0
official,train,2242__event_anchor_000,2242,ar2242,2242,2,2012-11-25 04:00:00,110.8,0
official,train,2245__event_anchor_000,2245,ar2245,2245,2,2012-11-27 01:12:00,311.2,0
official,train,2246__event_anchor_000,2246,ar2246,2246,2,2012-11-27 05:48:00,182.0,0
official,train,2249__event_anchor_000,2249,ar2249,2249,2,2012-11-27 16:00:00,30.4,0
official,train,2254__event_anchor_000,2254,ar2254,2254,2,2012-11-29 07:12:00,57.8,0
official,train,2255__event_anchor_000,2255,ar2255,2255,2,2012-11-29 14:36:00,157.4,0
official,train,2256__event_anchor_000,2256,ar2256,2256,2,2012-11-29 18:00:00,56.8,0
official,train,2257__event_anchor_000,2257,ar2257,2257,2,2012-12-01 03:12:00,63.2,0
official,train,2259__event_anchor_000,2259,ar2259,2259,2,2012-12-03 04:12:00,101.8,0
official,train,2260__event_anchor_000,2260,ar2260,2260,2,2012-12-03 22:48:00,102.4,0
official,train,2261__event_anchor_000,2261,ar2261,2261,2,2012-12-04 14:12:00,220.2,0
official,train,2262__event_anchor_000,2262,ar2262,2262,2,2012-12-04 15:24:00,322.4,0
official,train,2264__event_anchor_000,2264,ar2264,2264,2,2012-12-04 16:00:00,185.4,0
official,train,2265__event_anchor_000,2265,ar2265,2265,2,2012-12-06 02:48:00,193.8,0
official,train,2267__event_anchor_000,2267,ar2267,2267,2,2012-12-06 07:48:00,56.2,0
official,train,2268__event_anchor_000,2268,ar2268,2268,2,2012-12-06 11:48:00,113.2,0
official,train,2270__event_anchor_000,2270,ar2270,2270,2,2012-12-06 21:00:00,203.4,0
official,train,2272__event_anchor_000,2272,ar2272,2272,2,2012-12-07 01:24:00,190.2,0
official,train,2273__event_anchor_000,2273,ar2273,2273,2,2012-12-08 00:24:00,241.8,0
official,train,2274__event_anchor_000,2274,ar2274,2274,2,2012-12-08 03:00:00,10.8,0
official,train,2276__event_anchor_000,2276,ar2276,2276,2,2012-12-08 08:00:00,20.2,0
official,train,2280__event_anchor_000,2280,ar2280,2280,2,2012-12-08 17:00:00,74.0,0
official,train,2283__event_anchor_000,2283,ar2283,2283,2,2012-12-09 14:36:00,17.2,0
official,train,2285__event_anchor_000,2285,ar2285,2285,2,2012-12-09 22:48:00,180.4,0
official,train,2286__event_anchor_000,2286,ar2286,2286,2,2012-12-10 00:36:00,204.8,0
official,train,2287__event_anchor_000,2287,ar2287,2287,2,2012-12-10 11:24:00,165.4,0
official,train,2288__event_anchor_000,2288,ar2288,2288,2,2012-12-10 22:00:00,189.2,0
official,train,2289__event_anchor_000,2289,ar2289,2289,2,2012-12-11 19:48:00,210.8,0
official,train,2291__event_anchor_000,2291,ar2291,2291,2,2012-12-11 23:12:00,171.8,0
official,train,2292__event_anchor_000,2292,ar2292,2292,2,2012-12-12 03:24:00,29.2,0
official,train,2293__event_anchor_000,2293,ar2293,2293,2,2012-12-12 06:12:00,20.0,0
official,train,2294__event_anchor_000,2294,ar2294,2294,2,2012-12-12 07:24:00,105.8,0
official,train,2295__event_anchor_000,2295,ar2295,2295,2,2012-12-12 08:48:00,159.0,0
official,train,2299__event_anchor_000,2299,ar2299,2299,2,2012-12-12 18:00:00,7.4,0
official,train,2301__event_anchor_000,2301,ar2301,2301,2,2012-12-13 07:00:00,280.0,0
official,train,2302__event_anchor_000,2302,ar2302,2302,2,2012-12-13 12:12:00,170.4,0
official,train,2303__event_anchor_000,2303,ar2303,2303,2,2012-12-13 23:00:00,130.2,0
official,train,2306__event_anchor_000,2306,ar2306,2306,2,2012-12-14 10:36:00,311.2,0
official,train,2308__event_anchor_000,2308,ar2308,2308,2,2012-12-15 11:00:00,61.4,0
official,train,2313__event_anchor_000,2313,ar2313,2313,2,2012-12-17 22:12:00,10.0,0
official,train,2314__event_anchor_000,2314,ar2314,2314,2,2012-12-18 05:36:00,294.8,0
official,train,2315__event_anchor_000,2315,ar2315,2315,2,2012-12-18 10:12:00,53.0,0
official,train,2316__event_anchor_000,2316,ar2316,2316,2,2012-12-19 02:00:00,33.4,0
official,train,2318__event_anchor_000,2318,ar2318,2318,2,2012-12-20 06:00:00,24.6,0
official,train,2321__event_anchor_000,2321,ar2321,2321,2,2012-12-23 19:36:00,24.4,0
official,train,2322__event_anchor_000,2322,ar2322,2322,2,2012-12-24 04:24:00,268.6,0
official,train,2323__event_anchor_000,2323,ar2323,2323,2,2012-12-24 10:24:00,104.2,0
official,train,2324__event_anchor_000,2324,ar2324,2324,2,2012-12-25 04:12:00,24.8,0
official,train,2325__event_anchor_000,2325,ar2325,2325,2,2012-12-25 12:00:00,117.8,0
official,train,2329__event_anchor_000,2329,ar2329,2329,2,2012-12-26 12:48:00,255.6,0
official,train,2331__event_anchor_000,2331,ar2331,2331,2,2012-12-26 23:24:00,311.8,0
official,train,2334__event_anchor_000,2334,ar2334,2334,2,2012-12-28 12:36:00,6.0,0
official,train,2335__event_anchor_000,2335,ar2335,2335,2,2012-12-28 21:00:00,30.4,0
official,train,2336__event_anchor_000,2336,ar2336,2336,2,2012-12-29 02:00:00,87.0,0
official,train,2337__event_anchor_000,2337,ar2337,2337,2,2012-12-29 16:00:00,234.8,0
official,train,2338__event_anchor_000,2338,ar2338,2338,2,2012-12-29 22:24:00,240.8,0
official,train,2340__event_anchor_000,2340,ar2340,2340,2,2012-12-30 10:24:00,38.2,0
official,train,2341__event_anchor_000,2341,ar2341,2341,2,2012-12-31 01:00:00,325.4,0
official,train,2342__event_anchor_000,2342,ar2342,2342,2,2012-12-31 04:12:00,211.0,0
official,train,2344__event_anchor_000,2344,ar2344,2344,2,2013-01-01 10:00:00,285.0,0
official,train,2348__event_anchor_000,2348,ar2348,2348,2,2013-01-02 13:36:00,250.8,0
official,train,2349__event_anchor_000,2349,ar2349,2349,2,2013-01-02 17:24:00,80.0,0
official,train,2351__event_anchor_000,2351,ar2351,2351,2,2013-01-02 19:00:00,91.0,0
official,train,2352__event_anchor_000,2352,ar2352,2352,2,2013-01-02 21:12:00,256.4,0
official,train,2353__event_anchor_000,2353,ar2353,2353,2,2013-01-02 23:24:00,143.8,0
official,train,2355__event_anchor_000,2355,ar2355,2355,2,2013-01-03 19:00:00,124.2,0
official,train,2356__event_anchor_000,2356,ar2356,2356,2,2013-01-03 19:12:00,175.6,0
official,train,2358__event_anchor_000,2358,ar2358,2358,2,2013-01-04 00:00:00,312.4,0
official,train,2360__event_anchor_000,2360,ar2360,2360,2,2013-01-04 06:12:00,296.0,0
official,train,2361__event_anchor_000,2361,ar2361,2361,2,2013-01-04 06:48:00,175.0,0
official,train,2362__event_anchor_000,2362,ar2362,2362,2,2013-01-05 06:36:00,2.8333333333333335,1
official,train,2362__event_anchor_001,2362,ar2362,2362,2,2013-01-05 13:24:00,179.35,1
official,train,2362__event_anchor_002,2362,ar2362,2362,2,2013-01-13 04:36:00,3.9833333333333334,1
official,train,2362__event_anchor_003,2362,ar2362,2362,2,2013-01-13 12:24:00,110.6,0
official,train,2366__event_anchor_000,2366,ar2366,2366,2,2013-01-05 11:36:00,242.8,0
official,train,2368__event_anchor_000,2368,ar2368,2368,2,2013-01-05 18:12:00,15.6,0
official,train,2370__event_anchor_000,2370,ar2370,2370,2,2013-01-07 02:00:00,142.0,0
official,train,2371__event_anchor_000,2371,ar2371,2371,2,2013-01-07 06:12:00,218.8,0
official,train,2372__event_anchor_000,2372,ar2372,2372,2,2013-01-07 22:36:00,82.11666666666666,1
official,train,2372__event_anchor_001,2372,ar2372,2372,2,2013-01-11 12:36:00,2.25,1
official,train,2372__event_anchor_002,2372,ar2372,2372,2,2013-01-11 18:48:00,239.2,0
official,train,2375__event_anchor_000,2375,ar2375,2375,2,2013-01-08 07:00:00,16.0,0
